Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.2320        -2294.258    -2308.825       14.567   292.7
3.2330        -2294.121    -2308.865       14.744   296.3
3.2340        -2294.201    -2308.900       14.700   295.4
3.2350        -2294.203    -2308.938       14.735   296.1
3.2360        -2294.281    -2308.982       14.701   295.4
3.2370        -2294.192    -2309.033       14.841   298.2
3.2380        -2294.083    -2309.085       15.002   301.5
3.2390        -2294.213    -2309.132       14.918   299.8
3.2400        -2294.242    -2309.188       14.946   300.3
3.2410        -2294.260    -2309.244       14.984   301.1
3.2420        -2294.373    -2309.293       14.920   299.8
3.2430        -2294.330    -2309.346       15.016   301.7
3.2440        -2294.243    -2309.395       15.152   304.5
3.2450        -2294.364    -2309.439       15.076   302.9
3.2460        -2294.342    -2309.482       15.140   304.2
3.2470        -2294.664    -2309.516       14.852   298.4
3.2480        -2294.648    -2309.536       14.888   299.2
3.2490        -2294.476    -2309.553       15.077   303.0
3.2500        -2294.476    -2309.556       15.079   303.0
3.2510        -2294.219    -2309.536       15.318   307.8
3.2520        -2294.204    -2309.500       15.296   307.4
3.2530        -2294.268    -2309.445       15.176   305.0
3.2540        -2294.239    -2309.380       15.141   304.3
3.2550        -2294.308    -2309.305       14.997   301.4
3.2560        -2294.397    -2309.232       14.835   298.1
3.2570        -2294.548    -2309.166       14.617   293.7
3.2580        -2294.550    -2309.117       14.567   292.7
3.2590        -2294.598    -2309.081       14.483   291.0
3.2600        -2294.523    -2309.056       14.533   292.0
3.2610        -2294.488    -2309.045       14.557   292.5
3.2620        -2294.446    -2309.047       14.601   293.4
3.2630        -2294.439    -2309.049       14.610   293.6
3.2640        -2294.281    -2309.059       14.778   297.0
3.2650        -2294.440    -2309.066       14.626   293.9
3.2660        -2294.456    -2309.060       14.604   293.5
3.2670        -2294.447    -2309.042       14.595   293.3
3.2680        -2294.346    -2309.017       14.672   294.8
3.2690        -2294.376    -2308.980       14.604   293.4
3.2700        -2294.259    -2308.934       14.674   294.9
3.2710        -2294.467    -2308.878       14.411   289.6
3.2720        -2294.374    -2308.826       14.452   290.4
3.2730        -2294.376    -2308.772       14.397   289.3
3.2740        -2294.316    -2308.724       14.408   289.5
3.2750        -2294.391    -2308.666       14.275   286.8
3.2760        -2294.289    -2308.605       14.316   287.7
3.2770        -2294.000    -2308.545       14.545   292.3
3.2780        -2294.027    -2308.482       14.455   290.5
3.2790        -2294.145    -2308.419       14.275   286.8
3.2800        -2294.190    -2308.365       14.175   284.8
3.2810        -2294.327    -2308.316       13.988   281.1
3.2820        -2294.342    -2308.271       13.929   279.9
3.2830        -2294.318    -2308.231       13.913   279.6
3.2840        -2294.311    -2308.197       13.886   279.0
3.2850        -2294.202    -2308.174       13.971   280.7
3.2860        -2294.168    -2308.146       13.978   280.9
3.2870        -2294.061    -2308.125       14.065   282.6
3.2880        -2294.039    -2308.107       14.068   282.7
3.2890        -2293.986    -2308.085       14.098   283.3
3.2900        -2293.948    -2308.054       14.106   283.5
3.2910        -2294.047    -2308.018       13.971   280.7
3.2920        -2294.148    -2307.983       13.836   278.0
3.2930        -2294.219    -2307.943       13.724   275.8
3.2940        -2294.257    -2307.910       13.653   274.3
3.2950        -2294.426    -2307.883       13.457   270.4
3.2960        -2294.335    -2307.867       13.532   271.9
3.2970        -2294.233    -2307.847       13.614   273.6
3.2980        -2294.226    -2307.834       13.608   273.4
3.2990        -2294.201    -2307.826       13.626   273.8
3.3000        -2294.132    -2307.826       13.694   275.2
3.3010        -2294.148    -2307.841       13.692   275.1
3.3020        -2293.760    -2307.870       14.111   283.5
3.3030        -2293.818    -2307.906       14.088   283.1
3.3040        -2293.694    -2307.952       14.257   286.5
3.3050        -2293.726    -2308.003       14.278   286.9
3.3060        -2293.669    -2308.066       14.397   289.3
3.3070        -2293.666    -2308.141       14.475   290.9
3.3080        -2293.606    -2308.230       14.624   293.9
3.3090        -2293.506    -2308.316       14.809   297.6
3.3100        -2293.461    -2308.383       14.922   299.8
3.3110        -2293.481    -2308.444       14.963   300.7
3.3120        -2293.461    -2308.480       15.020   301.8
3.3130        -2293.721    -2308.514       14.793   297.3
3.3140        -2293.876    -2308.531       14.655   294.5
3.3150        -2293.983    -2308.532       14.550   292.4
3.3160        -2293.890    -2308.526       14.636   294.1
3.3170        -2293.826    -2308.497       14.671   294.8
3.3180        -2293.573    -2308.454       14.880   299.0
3.3190        -2293.626    -2308.404       14.778   297.0
3.3200        -2293.649    -2308.356       14.707   295.5
3.3210        -2293.416    -2308.301       14.885   299.1
3.3220        -2293.239    -2308.231       14.991   301.2
3.3230        -2293.154    -2308.143       14.989   301.2
3.3240        -2293.096    -2308.052       14.956   300.5
3.3250        -2293.203    -2307.969       14.766   296.7
3.3260        -2293.214    -2307.877       14.663   294.6
3.3270        -2293.361    -2307.789       14.428   289.9
3.3280        -2293.181    -2307.710       14.530   292.0
3.3290        -2293.204    -2307.641       14.438   290.1
3.3300        -2293.048    -2307.584       14.537   292.1
3.3310        -2293.119    -2307.536       14.417   289.7
3.3320        -2293.073    -2307.498       14.425   289.9
3.3330        -2293.089    -2307.477       14.388   289.1
3.3340        -2293.017    -2307.473       14.456   290.5
3.3350        -2293.029    -2307.488       14.459   290.5
3.3360        -2293.078    -2307.522       14.444   290.2
3.3370        -2293.057    -2307.572       14.515   291.7
3.3380        -2292.922    -2307.617       14.695   295.3
3.3390        -2292.794    -2307.667       14.873   298.9
3.3400        -2292.923    -2307.710       14.787   297.1
3.3410        -2292.931    -2307.746       14.815   297.7
3.3420        -2292.925    -2307.776       14.851   298.4
3.3430        -2293.082    -2307.799       14.717   295.7
3.3440        -2293.090    -2307.818       14.728   295.9
3.3450        -2293.049    -2307.836       14.787   297.1
3.3460        -2293.083    -2307.854       14.771   296.8
3.3470        -2293.058    -2307.864       14.806   297.5
3.3480        -2292.996    -2307.858       14.862   298.6
3.3490        -2292.921    -2307.843       14.921   299.8
3.3500        -2292.935    -2307.817       14.882   299.0
3.3510        -2292.962    -2307.771       14.809   297.6
3.3520        -2292.859    -2307.716       14.857   298.5
3.3530        -2292.712    -2307.649       14.937   300.2
3.3540        -2292.701    -2307.553       14.852   298.4
3.3550        -2292.684    -2307.459       14.775   296.9
3.3560        -2292.838    -2307.353       14.514   291.7
3.3570        -2292.859    -2307.252       14.393   289.2
3.3580        -2292.964    -2307.163       14.199   285.3
3.3590        -2292.687    -2307.098       14.411   289.6
3.3600        -2292.706    -2307.037       14.330   288.0
3.3610        -2292.747    -2306.981       14.234   286.0
3.3620        -2292.650    -2306.934       14.284   287.0
3.3630        -2292.658    -2306.901       14.243   286.2
3.3640        -2292.467    -2306.885       14.419   289.7
3.3650        -2292.608    -2306.885       14.278   286.9
3.3660        -2292.555    -2306.907       14.352   288.4
3.3670        -2292.438    -2306.952       14.514   291.6
3.3680        -2292.313    -2307.021       14.708   295.6
3.3690        -2292.286    -2307.107       14.821   297.8
3.3700        -2292.306    -2307.214       14.907   299.6
3.3710        -2292.538    -2307.331       14.793   297.3
3.3720        -2292.488    -2307.454       14.966   300.7
3.3730        -2292.424    -2307.565       15.141   304.2
3.3740        -2292.375    -2307.680       15.305   307.5
3.3750        -2292.454    -2307.790       15.335   308.2
3.3760        -2292.493    -2307.889       15.396   309.4
3.3770        -2292.355    -2307.974       15.619   313.9
3.3780        -2292.266    -2308.040       15.773   317.0
3.3790        -2292.243    -2308.088       15.845   318.4
3.3800        -2292.350    -2308.141       15.791   317.3
3.3810        -2292.345    -2308.191       15.846   318.4
3.3820        -2292.291    -2308.238       15.947   320.4
3.3830        -2292.481    -2308.283       15.802   317.5
3.3840        -2292.509    -2308.326       15.817   317.8
3.3850        -2292.472    -2308.364       15.893   319.4
3.3860        -2292.514    -2308.407       15.894   319.4
3.3870        -2292.557    -2308.441       15.884   319.2
3.3880        -2292.773    -2308.477       15.704   315.6
3.3890        -2292.952    -2308.512       15.561   312.7
3.3900        -2293.094    -2308.542       15.448   310.4
3.3910        -2293.035    -2308.555       15.519   311.8
3.3920        -2292.982    -2308.560       15.578   313.0
3.3930        -2293.023    -2308.563       15.540   312.3
3.3940        -2293.219    -2308.551       15.332   308.1
3.3950        -2293.215    -2308.533       15.318   307.8
3.3960        -2293.031    -2308.519       15.488   311.2
3.3970        -2292.959    -2308.507       15.547   312.4
3.3980        -2292.853    -2308.476       15.622   313.9
3.3990        -2292.559    -2308.433       15.874   319.0
3.4000        -2292.363    -2308.381       16.018   321.9
3.4010        -2292.300    -2308.316       16.016   321.8
3.4020        -2292.294    -2308.239       15.945   320.4
3.4030        -2292.161    -2308.160       15.999   321.5
3.4040        -2292.356    -2308.087       15.731   316.1
3.4050        -2292.233    -2308.020       15.788   317.2
3.4060        -2292.183    -2307.956       15.773   317.0
3.4070        -2292.206    -2307.904       15.698   315.4
3.4080        -2292.193    -2307.857       15.664   314.8
3.4090        -2292.192    -2307.812       15.620   313.9
3.4100        -2292.049    -2307.767       15.718   315.9
3.4110        -2292.163    -2307.726       15.562   312.7
3.4120        -2292.230    -2307.667       15.437   310.2
3.4130        -2292.183    -2307.602       15.419   309.8
3.4140        -2292.508    -2307.549       15.041   302.2
3.4150        -2292.642    -2307.509       14.868   298.8
3.4160        -2292.525    -2307.470       14.946   300.3
3.4170        -2292.688    -2307.431       14.743   296.3
3.4180        -2292.669    -2307.393       14.724   295.9
3.4190        -2292.732    -2307.353       14.621   293.8
3.4200        -2292.731    -2307.312       14.581   293.0
3.4210        -2292.880    -2307.272       14.392   289.2
3.4220        -2292.855    -2307.242       14.387   289.1
3.4230        -2292.791    -2307.222       14.431   290.0
3.4240        -2292.727    -2307.218       14.491   291.2
3.4250        -2292.697    -2307.220       14.523   291.8
3.4260        -2292.674    -2307.247       14.573   292.8
3.4270        -2292.729    -2307.301       14.572   292.8
3.4280        -2292.902    -2307.365       14.463   290.6
3.4290        -2293.228    -2307.431       14.203   285.4
3.4300        -2293.265    -2307.515       14.250   286.3
3.4310        -2293.347    -2307.607       14.260   286.5
3.4320        -2293.366    -2307.710       14.344   288.2
3.4330        -2293.376    -2307.813       14.437   290.1
3.4340        -2293.401    -2307.922       14.521   291.8
3.4350        -2293.100    -2308.030       14.930   300.0
3.4360        -2293.279    -2308.128       14.849   298.4
3.4370        -2293.361    -2308.210       14.849   298.4
3.4380        -2293.367    -2308.285       14.918   299.8
3.4390        -2293.292    -2308.339       15.047   302.4
3.4400        -2293.285    -2308.367       15.082   303.1
3.4410        -2292.999    -2308.371       15.372   308.9
3.4420        -2292.944    -2308.366       15.422   309.9
3.4430        -2293.051    -2308.354       15.303   307.5
3.4440        -2293.193    -2308.332       15.139   304.2
3.4450        -2293.372    -2308.299       14.927   299.9
3.4460        -2293.230    -2308.263       15.033   302.1
3.4470        -2293.489    -2308.229       14.739   296.2
3.4480        -2293.385    -2308.188       14.803   297.5
3.4490        -2293.590    -2308.141       14.552   292.4
